Time,C G1 G1,C G1 G2,C G1 G3,C G1 G4,C G2 G2,C G2 G3,C G2 G4,C G3 G3,C G3 G4,C G4 G4,CC G1,CC G2,CC G3,CC G4,CVS G1,CVS G2,CVS G3,CVS G4,CI G1,CI G2,CI G3,CI G4,CAB G1 G3,CAB G1 G4,DME,FT,I G1,I0 G1,I G2,I0 G2,I G3,I0 G3,I G4,I0 G4,IT,P G1,P G2,P G3,P G4,PT0 G1,PT0 G2,PT0 G3,PT0 G4,PTE,R G1,R G2,R G3,R G4,S G1,S0 G1,S G2,S0 G2,S G3,S0 G3,S G4,S0 G4,SAVEPER,TC G1,TCS G1 G1,TCS G1 G2,TCS G1 G3,TCS G1 G4,TC G2,TCS G2 G1,TCS G2 G2,TCS G2 G3,TCS G2 G4,TC G3,TCS G3 G1,TCS G3 G2,TCS G3 G3,TCS G3 G4,TC G4,TCS G4 G1,TCS G4 G2,TCS G4 G3,TCS G4 G4,TCONTAGIO G1,TCONTAGIO G2,TCONTAGIO G3,TCONTAGIO G4,TR,TIME STEP,TVS
91,,,,,,,,,,,952576,560738,236211,118105,111231,601817,247592,123796,10726,626967,262763,131381,,,,,762061,,44859,,188969,,944844,,,0.0762061,0.0897181,0.0944844,0.0944844,,,,,,556156,300908,123796,61898,367638,999,154232,500,573072,200,286536,100,,0.583511,0.304824,0.0897181,0.0944844,0.0944844,0.813016,0.0762061,0.358872,0.188969,0.188969,0.917033,0.0762061,0.179436,0.377938,0.283453,0.917033,0.0762061,0.179436,0.283453,0.377938,0.0291756,0.0406508,0.0458517,0.0458517,125,,
92,,,,,,,,,,,967708,568996,239511,119756,11093,601086,247399,1237,108966,634832,265735,132867,,,,,774166,,455197,,191609,,958044,,,0.0774166,0.0910394,0.0958044,0.0958044,,,,,,554.65,300543,123.7,618498,367934,999,153937,500,571394,200,285697,100,,0.592315,0.309666,0.0910394,0.0958044,0.0958044,0.824792,0.0774166,0.364158,0.191609,0.191609,0.930127,0.0774166,0.182079,0.383218,0.287413,0.930127,0.0774166,0.182079,0.287413,0.383218,0.0296157,0.0412396,0.0465063,0.0465063,125,,
93,,,,,,,,,,,983034,577181,24276,12138,110665,600532,247276,123638,110618,642229,268499,134249,,,,,786427,,461744,,194208,,971041,,,0.0786427,0.0923489,0.0971041,0.0971041,,,,,,553324,300266,123638,618189,368034,999,153.56,500,569414,200,284707,100,,0.601128,0.314571,0.0923489,0.0971041,0.0971041,0.836455,0.0786427,0.369396,0.194208,0.194208,0.943069,0.0786427,0.184698,0.388417,0.291312,0.943069,0.0786427,0.184698,0.291312,0.388417,0.0300564,0.0418227,0.0471535,0.0471535,125,,
94,,,,,,,,,,,998462,585242,245939,12297,110435,60015,247218,123609,112205,649119,271041,135521,,,,,79877,,468194,,196751,,983757,,,0.079877,0.0936388,0.0983757,0.0983757,,,,,,552176,300075,123609,618045,367947,999,153106,500,567159,200,28358,100,,0.609898,0.319508,0.0936388,0.0983757,0.0983757,0.847935,0.079877,0.374555,0.196751,0.196751,0.955785,0.079877,0.187278,0.393503,0.295127,0.955785,0.079877,0.187278,0.295127,0.393503,0.0304949,0.0423968,0.0477892,0.0477892,125,,
95,,,,,,,,,,,10139,593134,24903,124515,110241,599933,247223,123612,11372,655469,273351,136676,,,,,81112,,474507,,199224,,996119,,,0.081112,0.0949015,0.0996119,0.0996119,,,,,,551205,299967,123612,618058,367683,999,152583,500,564659,200,28233,100,,0.618573,0.324448,0.0949015,0.0996119,0.0996119,0.859166,0.081112,0.379606,0.199224,0.199224,0.968198,0.081112,0.189803,0.398448,0.298836,0.968198,0.081112,0.189803,0.298836,0.398448,0.0309287,0.0429583,0.0484099,0.0484099,125,,
96,,,,,,,,,,,102926,600811,252014,126007,110081,599875,247289,123644,115153,661252,27542,13771,,,,,823405,,480649,,201611,,100806,,,0.0823405,0.0961298,0.100806,0.100806,,,,,,550405,299938,123644,618222,367255,999,151997,500,561944,200,280972,100,,0.627103,0.329362,0.0961298,0.100806,0.100806,0.870082,0.0823405,0.384519,0.201611,0.201611,0.980239,0.0823405,0.19226,0.403223,0.302417,0.980239,0.0823405,0.19226,0.302417,0.403223,0.0313551,0.0435041,0.049012,0.049012,125,,
97,,,,,,,,,,,104444,608231,254876,127438,109954,599968,247411,123706,116499,666446,277241,138621,,,,,835552,,486584,,203901,,10195,,,0.0835552,0.0973169,0.10195,0.10195,,,,,,549772,299984,123706,618528,366673,999,151358,500,559043,200,279522,100,,0.635438,0.334221,0.0973169,0.10195,0.10195,0.880624,0.0835552,0.389268,0.203901,0.203901,0.991842,0.0835552,0.194634,0.407802,0.305851,0.991842,0.0835552,0.194634,0.305851,0.407802,0.0317719,0.0440312,0.0495921,0.0495921,125,,
98,,,,,,,,,,,105936,615352,257601,1288,10986,600203,247586,123793,117751,671038,278812,139406,,,,,847492,,492282,,206081,,10304,,,0.0847492,0.0984564,0.10304,0.10304,,,,,,549301,300101,123793,618966,365.95,999,150.67,500,555988,200,277994,100,,0.643534,0.338997,0.0984564,0.10304,0.10304,0.890736,0.0847492,0.393826,0.206081,0.206081,100294,0.0847492,0.196913,0.412161,0.309121,100294,0.0847492,0.196913,0.309121,0.412161,0.0321767,0.0445368,0.0501472,0.0501472,125,,
99,,,,,,,,,,,107395,62214,260175,130087,109797,600571,24781,123905,118903,675019,280133,140066,,,,,859158,,497712,,20814,,10407,,,0.0859158,0.0995425,0.10407,0.10407,,,,,,548985,300285,123905,619526,365099,999,149943,500,552808,200,276404,100,,0.651346,0.343663,0.0995425,0.10407,0.10407,0.900365,0.0859158,0.39817,0.20814,0.20814,101349,0.0859158,0.199085,0.41628,0.31221,101349,0.0859158,0.199085,0.31221,0.41628,0.0325673,0.0450183,0.0506745,0.0506745,125,,
100,,,,,,,,,,,108811,628562,262587,131293,109764,601062,248079,12404,119952,678389,281205,140602,,,,,870488,,502849,,210069,,105035,,,0.0870488,0.10057,0.105035,0.105035,,,,,,548818,300531,124.04,620199,364133,999,149184,500,549533,200,274767,100,,0.658834,0.348195,0.10057,0.105035,0.105035,0.909467,0.0870488,0.40228,0.210069,0.210069,102343,0.0870488,0.20114,0.420139,0.315104,102343,0.0870488,0.20114,0.315104,0.420139,0.0329417,0.0454733,0.0511715,0.0511715,125,,
101,,,,,,,,,,,110178,634588,264826,132413,109758,601667,248389,124195,120894,681153,282033,141017,,,,,881421,,507671,,211861,,105931,,,0.0881421,0.101534,0.105931,0.105931,,,,,,548792,300834,124195,620973,363066,999,148399,500,546193,200,273096,100,,0.665964,0.352568,0.101534,0.105931,0.105931,0.918001,0.0881421,0.406137,0.211861,0.211861,103272,0.0881421,0.203068,0.423722,0.317792,103272,0.0881421,0.203068,0.317792,0.423722,0.0332982,0.0459,0.0516362,0.0516362,125,,
102,,,,,,,,,,,111488,640196,266886,133443,10978,602376,248736,124368,121729,683323,282625,141313,,,,,891904,,512157,,213509,,106754,,,0.0891904,0.102431,0.106754,0.106754,,,,,,548899,301188,124368,621839,361911,999,147597,500,542814,200,271407,100,,0.672702,0.356762,0.102431,0.106754,0.106754,0.925933,0.0891904,0.409725,0.213509,0.213509,104133,0.0891904,0.204863,0.427017,0.320263,104133,0.0891904,0.204863,0.320263,0.427017,0.0336351,0.0462967,0.0520667,0.0520667,125,,
103,,,,,,,,,,,112736,645364,268759,13438,109826,603177,249114,124557,122455,684914,28299,141495,,,,,901887,,516291,,215008,,107504,,,0.0901887,0.103258,0.107504,0.107504,,,,,,549131,301588,124557,622785,360681,999,146783,500,539423,200,269712,100,,0.679021,0.360755,0.103258,0.107504,0.107504,0.933237,0.0901887,0.413033,0.215008,0.215008,104923,0.0901887,0.206517,0.430015,0.322511,104923,0.0901887,0.206517,0.322511,0.430015,0.033951,0.0466618,0.0524616,0.0524616,125,,
104,,,,,,,,,,,113916,650079,270443,135221,109896,60406,24952,12476,123072,685951,283139,14157,,,,,911328,,520063,,216354,,108177,,,0.0911328,0.104013,0.108177,0.108177,,,,,,549478,302.03,124.76,62.38,359389,999,145964,500,536047,200,268023,100,,0.684898,0.364531,0.104013,0.108177,0.108177,0.939891,0.0911328,0.416051,0.216354,0.216354,10564,0.0911328,0.208025,0.432708,0.324531,10564,0.0911328,0.208025,0.324531,0.432708,0.0342449,0.0469946,0.0528199,0.0528199,125,,
105,,,,,,,,,,,115024,65433,271933,135967,109986,605014,249949,124975,123583,686459,283085,141543,,,,,920189,,523464,,217546,,108773,,,0.0920189,0.104693,0.108773,0.108773,,,,,,549932,302507,124975,624873,358049,999,145147,500,532707,200,266354,100,,0.690315,0.368076,0.104693,0.108773,0.108773,0.945883,0.0920189,0.418771,0.217546,0.217546,106282,0.0920189,0.209385,0.435093,0.32632,106282,0.0920189,0.209385,0.32632,0.435093,0.0345157,0.0472941,0.0531408,0.0531408,125,,
106,,,,,,,,,,,116055,65811,273231,136615,110096,606029,250398,125199,12399,686469,282842,141421,,,,,928438,,526488,,218585,,109292,,,0.0928438,0.105298,0.109292,0.109292,,,,,,550482,303014,125199,625995,356674,999,144337,500,529426,200,264713,100,,0.695258,0.371375,0.105298,0.109292,0.109292,0.951203,0.0928438,0.421191,0.218585,0.218585,106848,0.0928438,0.210595,0.437169,0.327877,106848,0.0928438,0.210595,0.327877,0.437169,0.0347629,0.0475602,0.0534242,0.0534242,125,,
107,,,,,,,,,,,117007,661419,274337,137168,110224,607094,250861,125431,124296,686014,282425,141213,,,,,936052,,529136,,219469,,109735,,,0.0936052,0.105827,0.109735,0.109735,,,,,,551.12,303547,125431,627153,355275,999,143.54,500,526224,200,263112,100,,0.699717,0.374421,0.105827,0.109735,0.109735,0.955852,0.0936052,0.423308,0.219469,0.219469,10734,0.0936052,0.211654,0.438939,0.329204,10734,0.0936052,0.211654,0.329204,0.438939,0.0349859,0.0477926,0.0536701,0.0536701,125,,
108,,,,,,,,,,,117877,66426,275254,137627,110367,608198,251336,125668,124505,68513,28185,140925,,,,,943012,,531408,,220203,,110102,,,0.0943012,0.106282,0.110102,0.110102,,,,,,551836,304099,125668,628339,353863,999,142.76,500,523119,200,26156,100,,0.70369,0.377205,0.106282,0.110102,0.110102,0.959834,0.0943012,0.425127,0.220203,0.220203,107758,0.0943012,0.212563,0.440407,0.330305,107758,0.0943012,0.212563,0.330305,0.440407,0.0351845,0.0479917,0.0538788,0.0538788,125,,
109,,,,,,,,,,,118663,66664,275987,137994,110524,609333,251817,125908,124622,683855,281134,140567,,,,,949306,,533312,,22079,,110395,,,0.0949306,0.106662,0.110395,0.110395,,,,,,552619,304666,125908,629542,352451,999,142002,500,520126,200,260063,100,,0.707175,0.379723,0.106662,0.110395,0.110395,0.96316,0.0949306,0.426649,0.22079,0.22079,108102,0.0949306,0.213325,0.44158,0.331185,108102,0.0949306,0.213325,0.331185,0.44158,0.0353587,0.048158,0.054051,0.054051,125,,
110,,,,,,,,,,,119366,668568,276543,138271,110692,610487,252301,126151,124653,682229,280292,140146,,,,,954929,,534855,,221234,,110617,,,0.0954929,0.106971,0.110617,0.110617,,,,,,553.46,305244,126151,630753,351047,999,141271,500,51726,200,25863,100,,0.710177,0.381972,0.106971,0.110617,0.110617,0.965845,0.0954929,0.427884,0.221234,0.221234,108375,0.0954929,0.213942,0.442469,0.331851,108375,0.0954929,0.213942,0.331851,0.442469,0.0355088,0.0482923,0.0541877,0.0541877,125,,
111,,,,,,,,,,,119985,67006,276927,138464,11087,611653,252785,126393,124603,680289,27934,13967,,,,,95988,,536048,,221542,,110771,,,0.095988,0.10721,0.110771,0.110771,,,,,,554.35,305827,126393,631963,349662,999,140569,500,514532,200,257266,100,,0.712704,0.383952,0.10721,0.110771,0.110771,0.96791,0.095988,0.428838,0.221542,0.221542,10858,0.095988,0.214419,0.443084,0.332313,10858,0.095988,0.214419,0.332313,0.443084,0.0356352,0.0483955,0.0542902,0.0542902,125,,
112,,,,,,,,,,,120521,671132,277149,138574,111056,612821,253266,126633,124478,678076,278296,139148,,,,,964167,,536905,,221719,,11086,,,0.0964167,0.107381,0.11086,0.11086,,,,,,555.28,306.41,126633,633164,348303,999,139899,500,511952,200,255976,100,,0.714767,0.385667,0.107381,0.11086,0.11086,0.969379,0.0964167,0.429524,0.221719,0.221719,10872,0.0964167,0.214762,0.443438,0.332579,10872,0.0964167,0.214762,0.332579,0.443438,0.0357383,0.048469,0.0543598,0.0543598,125,,
113,,,,,,,,,,,120975,671803,277217,138609,111248,613983,25374,12687,124285,675628,277174,138587,,,,,967799,,537442,,221774,,110887,,,0.0967799,0.107488,0.110887,0.110887,,,,,,556.24,306991,126.87,634349,346.98,999,139264,500,509528,200,254764,100,,0.716382,0.38712,0.107488,0.110887,0.110887,0.970281,0.0967799,0.429954,0.221774,0.221774,108797,0.0967799,0.214977,0.443548,0.332661,108797,0.0967799,0.214977,0.332661,0.443548,0.0358191,0.0485141,0.0543983,0.0543983,125,,
114,,,,,,,,,,,121349,672096,277142,138571,111445,615131,254204,127102,124031,672982,27599,137995,,,,,970793,,537676,,221713,,110857,,,0.0970793,0.107535,0.110857,0.110857,,,,,,557223,307566,127102,63551,345698,999,138667,500,507267,200,253633,100,,0.717566,0.388317,0.107535,0.110857,0.110857,0.970647,0.0970793,0.430141,0.221713,0.221713,108815,0.0970793,0.215071,0.443427,0.33257,108815,0.0970793,0.215071,0.33257,0.443427,0.0358783,0.0485324,0.0544073,0.0544073,125,,
115,,,,,,,,,,,121646,672033,276933,138466,111644,616259,254656,127328,123721,670175,274758,137379,,,,,973169,,537626,,221546,,110773,,,0.0973169,0.107525,0.110773,0.110773,,,,,,558219,308.13,127328,636641,344464,999,138108,500,505172,200,252586,100,,0.718339,0.389268,0.107525,0.110773,0.110773,0.970511,0.0973169,0.430101,0.221546,0.221546,108778,0.0973169,0.21505,0.443093,0.332319,108778,0.0973169,0.21505,0.332319,0.443093,0.035917,0.0485255,0.054389,0.054389,125,,
116,,,,,,,,,,,121869,67164,276602,138301,111844,61736,255094,127547,123363,667241,273491,136745,,,,,974952,,537312,,221281,,110641,,,0.0974952,0.107462,0.110641,0.110641,,,,,,559221,308.68,127547,637736,343284,999,137589,500,503247,200,251624,100,,0.718724,0.389981,0.107462,0.110641,0.110641,0.969907,0.0974952,0.429849,0.221281,0.221281,10869,0.0974952,0.214925,0.442563,0.331922,10869,0.0974952,0.214925,0.331922,0.442563,0.0359362,0.0484954,0.0543452,0.0543452,125,,
117,,,,,,,,,,,122021,670942,276159,138079,112044,618429,255516,127758,122964,664213,272201,136101,,,,,976168,,536754,,220927,,110464,,,0.0976168,0.107351,0.110464,0.110464,,,,,,560221,309214,127758,63879,342162,999,137.11,500,501493,200,250747,100,,0.718745,0.390467,0.107351,0.110464,0.110464,0.968874,0.0976168,0.429403,0.220927,0.220927,108556,0.0976168,0.214701,0.441854,0.331391,108556,0.0976168,0.214701,0.331391,0.441854,0.0359372,0.0484437,0.0542782,0.0542782,125,,
118,,,,,,,,,,,122106,669966,275616,137808,112243,619459,255919,12796,122528,661121,270901,13545,,,,,976847,,535973,,220493,,110246,,,0.0976847,0.107195,0.110246,0.110246,,,,,,561214,309.73,127.96,639799,341101,999,136673,500,49991,200,249955,100,,0.718426,0.390739,0.107195,0.110246,0.110246,0.967449,0.0976847,0.428778,0.220493,0.220493,10838,0.0976847,0.214389,0.440985,0.330739,10838,0.0976847,0.214389,0.330739,0.440985,0.0359213,0.0483724,0.0541899,0.0541899,125,,
119,,,,,,,,,,,122128,66874,274984,137492,112438,620447,256303,128152,122063,657993,2696,1348,,,,,977023,,534992,,219987,,109994,,,0.0977023,0.106998,0.109994,0.109994,,,,,,562192,310224,128152,640758,340106,999,136277,500,498496,200,249248,100,,0.717795,0.390809,0.106998,0.109994,0.109994,0.96567,0.0977023,0.427993,0.219987,0.219987,108165,0.0977023,0.213997,0.439974,0.329981,108165,0.0977023,0.213997,0.329981,0.439974,0.0358897,0.0482835,0.0540827,0.0540827,125,,
120,,,,,,,,,,,122091,667289,274274,137137,11263,62139,256666,128333,121574,654856,268309,134154,,,,,976729,,533831,,219419,,109709,,,0.0976729,0.106766,0.109709,0.109709,,,,,,563.15,310695,128333,641666,339177,999,135922,500,49725,200,248625,100,,0.716877,0.390692,0.106766,0.109709,0.109709,0.963576,0.0976729,0.427065,0.219419,0.219419,107917,0.0976729,0.213532,0.438838,0.329128,107917,0.0976729,0.213532,0.329128,0.438838,0.0358438,0.0481788,0.0539586,0.0539586,125,,
121,,,,,,,,,,,12.2,66564,273496,136748,112817,622282,257007,128504,121067,651732,267035,133518,,,,,976001,,532512,,218797,,109398,,,0.0976001,0.106502,0.109398,0.109398,,,,,,564083,311141,128504,642518,338317,999,135608,500,496166,200,248083,100,,0.7157,0.3904,0.106502,0.109398,0.109398,0.961204,0.0976001,0.42601,0.218797,0.218797,107639,0.0976001,0.213005,0.437594,0.328195,107639,0.0976001,0.213005,0.328195,0.437594,0.035785,0.0480602,0.0538197,0.0538197,125,,
122,,,,,,,,,,,121859,66382,272662,136331,112997,623123,257326,128663,120546,648644,265787,132894,,,,,974875,,531056,,218129,,109065,,,0.0974875,0.106211,0.109065,0.109065,,,,,,564985,311562,128663,643314,337527,999,135333,500,495242,200,247621,100,,0.714291,0.38995,0.106211,0.109065,0.109065,0.958592,0.0974875,0.424845,0.218129,0.218129,107336,0.0974875,0.212423,0.436259,0.327194,107336,0.0974875,0.212423,0.327194,0.436259,0.0357145,0.0479296,0.0536682,0.0536682,125,,
123,,,,,,,,,,,121673,661855,271781,13589,113171,62391,257621,12881,120017,645611,264572,132286,,,,,973387,,529484,,217425,,108712,,,0.0973387,0.105897,0.108712,0.108712,,,,,,565854,311955,128.81,644052,336808,999,135097,500,494472,200,247236,100,,0.712676,0.389355,0.105897,0.108712,0.108712,0.955775,0.0973387,0.423587,0.217425,0.217425,107012,0.0973387,0.211793,0.434849,0.326137,107012,0.0973387,0.211793,0.326137,0.434849,0.0356338,0.0477888,0.0535059,0.0535059,125,,
124,,,,,,,,,,,121447,659767,270863,135431,113337,624641,257892,128946,119484,642648,263395,131697,,,,,971575,,527814,,21669,,108345,,,0.0971575,0.105563,0.108345,0.108345,,,,,,566685,312.32,128946,64473,336158,999,134898,500,49385,200,246925,100,,0.710883,0.38863,0.105563,0.108345,0.108345,0.952789,0.0971575,0.422251,0.21669,0.21669,10667,0.0971575,0.211126,0.43338,0.325035,10667,0.0971575,0.211126,0.325035,0.43338,0.0355441,0.0476395,0.0533349,0.0533349,125,,
125,,,,,,,,,,,121184,657582,269917,134958,113495,625315,258139,12907,118952,639772,262261,13113,,,,,969474,,526066,,215933,,107967,,,0.0969474,0.105213,0.107967,0.107967,,,,,,567475,312657,129.07,645349,335578,999,134736,500,493369,200,246685,100,,0.708936,0.38779,0.105213,0.107967,0.107967,0.949667,0.0969474,0.420853,0.215933,0.215933,106314,0.0969474,0.210426,0.431867,0.3239,106314,0.0969474,0.210426,0.3239,0.431867,0.0354468,0.0474834,0.053157,0.053157,125,,
126,,,,,,,,,,,12089,655322,268952,134476,113644,625931,258363,129182,118423,636996,261174,130587,,,,,967121,,524258,,215161,,107581,,,0.0967121,0.104852,0.107581,0.107581,,,,,,568222,312966,129182,645908,335066,999,134609,500,493023,200,246512,100,,0.706861,0.386849,0.104852,0.107581,0.107581,0.946441,0.0967121,0.419406,0.215161,0.215161,105948,0.0967121,0.209703,0.430322,0.322742,105948,0.0967121,0.209703,0.322742,0.430322,0.0353431,0.047322,0.052974,0.052974,125,,
127,,,,,,,,,,,120569,653008,267975,133988,113785,62649,258563,129282,117901,634329,260139,130069,,,,,964551,,522406,,21438,,10719,,,0.0964551,0.104481,0.10719,0.10719,,,,,,568923,313245,129282,646408,334622,999,134514,500,492805,200,246402,100,,0.704682,0.38582,0.104481,0.10719,0.10719,0.94314,0.0964551,0.417925,0.21438,0.21438,105575,0.0964551,0.208962,0.42876,0.32157,105575,0.0964551,0.208962,0.32157,0.42876,0.0352341,0.047157,0.0527874,0.0527874,125,,
128,,,,,,,,,,,120225,650659,266995,133497,113916,626992,25874,12937,117389,631782,259157,129579,,,,,961796,,520527,,213596,,106798,,,0.0961796,0.104105,0.106798,0.106798,,,,,,569578,313496,129.37,646849,334242,999,134451,500,492706,200,246353,100,,0.70242,0.384719,0.104105,0.106798,0.106798,0.939793,0.0961796,0.416422,0.213596,0.213596,105198,0.0961796,0.208211,0.427192,0.320394,105198,0.0961796,0.208211,0.320394,0.427192,0.035121,0.0469897,0.0525988,0.0525988,125,,
129,,,,,,,,,,,119861,648294,266018,133009,114037,627437,258893,129447,11689,629362,258232,129116,,,,,958891,,518636,,212814,,106407,,,0.0958891,0.103727,0.106407,0.106407,,,,,,570185,313719,129447,647234,333926,999,134418,500,492719,200,246359,100,,0.700098,0.383556,0.103727,0.106407,0.106407,0.936426,0.0958891,0.414908,0.212814,0.212814,104819,0.0958891,0.207454,0.425629,0.319221,104819,0.0958891,0.207454,0.319221,0.425629,0.0350049,0.0468213,0.0524097,0.0524097,125,,
130,,,,,,,,,,,119483,645931,26505,132525,114149,627827,259025,129512,116407,627075,257365,128682,,,,,955865,,516745,,21204,,10602,,,0.0955865,0.103349,0.10602,0.10602,,,,,,570743,313913,129512,647562,333671,999,134412,500,492835,200,246418,100,,0.697735,0.382346,0.103349,0.10602,0.10602,0.933063,0.0955865,0.413396,0.21204,0.21204,104443,0.0955865,0.206698,0.424081,0.31806,104443,0.0955865,0.206698,0.31806,0.424081,0.0348868,0.0466532,0.0522213,0.0522213,125,,
131,,,,,,,,,,,119093,643585,264098,132049,11425,628162,259135,129567,115941,624926,256557,128278,,,,,952748,,514868,,211279,,105639,,,0.0952748,0.102974,0.105639,0.105639,,,,,,571252,314081,129567,647837,333474,999,134432,500,493048,200,246524,100,,0.695351,0.381099,0.102974,0.105639,0.105639,0.929727,0.0952748,0.411895,0.211279,0.211279,10407,0.0952748,0.205947,0.422557,0.316918,10407,0.0952748,0.205947,0.316918,0.422557,0.0347676,0.0464863,0.0520349,0.0520349,125,,
132,,,,,,,,,,,118696,641271,263167,131583,114342,628444,259224,129612,115493,622919,255808,127904,,,,,949568,,513017,,210533,,105267,,,0.0949568,0.102603,0.105267,0.105267,,,,,,571712,314222,129612,648059,333332,999,134476,500,493348,200,246674,100,,0.692964,0.379827,0.102603,0.105267,0.105267,0.926437,0.0949568,0.410414,0.210533,0.210533,103703,0.0949568,0.205207,0.421067,0.3158,103703,0.0949568,0.205207,0.3158,0.421067,0.0346482,0.0463218,0.0518515,0.0518515,125,,
133,,,,,,,,,,,118294,639001,26226,13113,114425,628676,259293,129646,115067,621055,25512,12756,,,,,946351,,511201,,209808,,104904,,,0.0946351,0.10224,0.104904,0.104904,,,,,,572123,314338,129646,648232,333242,999,134542,500,493728,200,246864,100,,0.690589,0.37854,0.10224,0.104904,0.104904,0.923212,0.0946351,0.408961,0.209808,0.209808,103344,0.0946351,0.20448,0.419616,0.314712,103344,0.0946351,0.20448,0.314712,0.419616,0.0345294,0.0461606,0.0516722,0.0516722,125,,
134,,,,,,,,,,,11789,636788,261383,130691,114497,628858,259343,129671,114662,619335,254492,127246,,,,,943121,,509431,,209106,,104553,,,0.0943121,0.101886,0.104553,0.104553,,,,,,572486,314429,129671,648357,333202,999,134628,500,49418,200,24709,100,,0.688241,0.377249,0.101886,0.104553,0.104553,0.920069,0.0943121,0.407544,0.209106,0.209106,102996,0.0943121,0.203772,0.418213,0.31366,102996,0.0943121,0.203772,0.31366,0.418213,0.0344121,0.0460035,0.0514978,0.0514978,125,,
135,,,,,,,,,,,117488,634642,260539,130269,11456,628993,259375,129687,114279,617761,253923,126962,,,,,939901,,507713,,208431,,104215,,,0.0939901,0.101543,0.104215,0.104215,,,,,,572802,314497,129687,648437,333208,999,134732,500,494696,200,247348,100,,0.685934,0.375961,0.101543,0.104215,0.104215,0.917022,0.0939901,0.406171,0.208431,0.208431,102658,0.0939901,0.203085,0.416862,0.312646,102658,0.0939901,0.203085,0.312646,0.416862,0.0342967,0.0458511,0.0513292,0.0513292,125,,
136,,,,,,,,,,,117089,632571,25973,129865,114614,629085,25939,129695,113921,616331,253413,126707,,,,,936712,,506057,,207784,,103892,,,0.0936712,0.101211,0.103892,0.103892,,,,,,573072,314542,129695,648474,333257,999,134852,500,495268,200,247634,100,,0.68368,0.374685,0.101211,0.103892,0.103892,0.914085,0.0936712,0.404845,0.207784,0.207784,102334,0.0936712,0.202423,0.415568,0.311676,102334,0.0936712,0.202423,0.311676,0.415568,0.034184,0.0457042,0.0511669,0.0511669,125,,
137,,,,,,,,,,,116696,630584,25896,12948,114659,629134,259389,129694,113586,615043,252961,12648,,,,,933571,,504467,,207168,,103584,,,0.0933571,0.100893,0.103584,0.103584,,,,,,573297,314567,129694,648472,333346,999,134986,500,495889,200,247944,100,,0.68149,0.373428,0.100893,0.103584,0.103584,0.911267,0.0933571,0.403574,0.207168,0.207168,102023,0.0933571,0.201787,0.414336,0.310752,102023,0.0933571,0.201787,0.310752,0.414336,0.0340745,0.0455634,0.0510116,0.0510116,125,,
138,,,,,,,,,,,116312,628688,258231,129115,114696,629143,259373,129686,113276,613896,252565,126282,,,,,930496,,50295,,206585,,103292,,,0.0930496,0.10059,0.103292,0.103292,,,,,,573479,314572,129686,648432,333471,999,135133,500,496551,200,248275,100,,0.679373,0.372198,0.10059,0.103292,0.103292,0.908579,0.0930496,0.40236,0.206585,0.206585,101728,0.0930496,0.20118,0.413169,0.309877,101728,0.0930496,0.20118,0.309877,0.413169,0.0339687,0.045429,0.0508638,0.0508638,125,,
139,,,,,,,,,,,115938,626888,257544,128772,114724,629116,259343,129672,11299,612887,252224,126112,,,,,927503,,50151,,206035,,103018,,,0.0927503,0.100302,0.103018,0.103018,,,,,,573621,314558,129672,648358,333629,999,135291,500,497248,200,248624,100,,0.677338,0.371001,0.100302,0.103018,0.103018,0.906029,0.0927503,0.401208,0.206035,0.206035,101448,0.0927503,0.200604,0.412071,0.309053,101448,0.0927503,0.200604,0.309053,0.412071,0.0338669,0.0453015,0.0507239,0.0507239,125,,
140,,,,,,,,,,,115576,625189,256901,128451,114745,629055,259301,129651,112729,612012,251935,125968,,,,,924604,,500151,,205521,,10276,,,0.0924604,0.10003,0.10276,0.10276,,,,,,573723,314528,129651,648253,333817,999,135457,500,497973,200,248986,100,,0.675393,0.369842,0.10003,0.10276,0.10276,0.903623,0.0924604,0.400121,0.205521,0.205521,101184,0.0924604,0.20006,0.411042,0.308281,101184,0.0924604,0.20006,0.308281,0.411042,0.0337696,0.0451812,0.0505922,0.0505922,125,,
141,,,,,,,,,,,115227,623595,256303,128151,114758,628963,259248,129624,112492,611267,251698,125849,,,,,921813,,498876,,205042,,102521,,,0.0921813,0.0997751,0.102521,0.102521,,,,,,573788,314481,129624,648119,334031,999,135631,500,498719,200,24936,100,,0.673543,0.368725,0.0997751,0.102521,0.102521,0.901367,0.0921813,0.399101,0.205042,0.205042,100938,0.0921813,0.19955,0.410085,0.307564,100938,0.0921813,0.19955,0.307564,0.410085,0.0336771,0.0450683,0.050469,0.050469,125,,
142,,,,,,,,,,,114892,622108,25575,127875,114763,628841,259184,129592,11228,610648,251511,125755,,,,,919138,,497686,,20.46,,10.23,,,0.0919138,0.0995372,0.1023,0.1023,,,,,,573817,314421,129592,64796,334269,999,135811,500,499481,200,24974,100,,0.671793,0.367655,0.0995372,0.1023,0.1023,0.899263,0.0919138,0.398149,0.2046,0.2046,100709,0.0919138,0.199074,0.4092,0.3069,100709,0.0919138,0.199074,0.3069,0.4092,0.0335896,0.0449632,0.0503544,0.0503544,125,,
